"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"RBCN","Rubicon Technology, Inc.","0.75","20326889.25","n/a","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/rbcn",
"RYAAY","Ryanair Holdings plc","91.91","9409577512.79","102378169","1997","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/ryaay",
"SBRA","Sabra Healthcare REIT, Inc.","26.99","1765433929.32","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/sbra",
"SAIA","Saia, Inc.","47.15","1199803182.25","n/a","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/saia",
"SGMO","Sangamo Therapeutics, Inc.","4.85","348155101.45","n/a","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/sgmo",
"SBFG","SB Financial Group, Inc.","17.42","84880134.56","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sbfg",
"SCHL","Scholastic Corporation","43.45","1513197912.05","n/a","1992","Consumer Services","Books","http://www.nasdaq.com/symbol/schl",
"SBCF","Seacoast Banking Corporation of Florida","24.2099","986060898.7944","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sbcf",
"SHLDW","Sears Holdings Corporation","2.7345","0","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/shldw",
"SCWX","SecureWorks Corp.","8.65","696897188.85","n/a","2016","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/scwx",
"SELB","Selecta Biosciences, Inc.","12.25","227619724.5","n/a","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/selb",
"SNES","SenesTech, Inc.","7","71127294","n/a","2016","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/snes",
"SRTSW","Sensus Healthcare, Inc.","0.62","0","n/a","2016","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/srtsw",
"SVBI","Severn Bancorp Inc","7.15","86693499.75","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/svbi",
"SHLO","Shiloh Industries, Inc.","12.36","220477136.16","n/a","1993","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/shlo",
"SHOR","ShoreTel, Inc.","6.75","460316931.75","n/a","2007","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/shor",
"SRRA","Sierra Oncology, Inc.","1.41","73698504.63","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/srra",
"SGMA","SigmaTron International, Inc.","5.5","23027471.5","n/a","1994","Technology","Electrical Products","http://www.nasdaq.com/symbol/sgma",
"SIMO","Silicon Motion Technology Corporation","49.91","1759186554.16","35247176","2005","Technology","Semiconductors","http://www.nasdaq.com/symbol/simo",
"SAMG","Silvercrest Asset Management Group Inc.","13.65","176637825","n/a","2013","Finance","Investment Managers","http://www.nasdaq.com/symbol/samg",
"SINO","Sino-Global Shipping America, Ltd.","3.2","31537712","n/a","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/sino",
"SKLN","Skyline Medical Inc.","2.2","14276741.6","n/a","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/skln",
"SLMBP","SLM Corporation","67.8","271200000","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/slmbp",
"SRAX","Social Reality, Inc.","1.73","13872017.11","n/a","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/srax",
"SEDG","SolarEdge Technologies, Inc.","15.85","657388355.1","n/a","2015","Technology","Semiconductors","http://www.nasdaq.com/symbol/sedg",
"SNOAW","Sonoma Pharmaceuticals, Inc.","0.47","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/snoaw",
"SOHOB","Sotherly Hotels Inc.","25.6","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/sohob",
"SONA","Southern National Bancorp of Virginia, Inc.","17.62","217056251.66","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sona",
"SPKE","Spark Energy, Inc.","35.25","607782861.75","n/a","2014","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/spke",
"SPPI","Spectrum Pharmaceuticals, Inc.","7.69","618613760.18","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sppi",
"SPOK","Spok Holdings, Inc.","17.7","363395071.5","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/spok",
"SSNC","SS&C Technologies Holdings, Inc.","37.35","7616162128.5","n/a","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ssnc",
"SBLK","Star Bulk Carriers Corp.","9.67","609875092.93","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sblk",
"STDY","SteadyMed Ltd.","7.175","144503251.55","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/stdy",
"STLRW","Stellar Acquisition III Inc.","0.36","0","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/stlrw",
"SHOO","Steven Madden, Ltd.","38.025","2272171326.75","n/a","1993","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/shoo",
"SSYS","Stratasys, Ltd.","25.525","1345057002.275","n/a","1994","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/ssys",
"STB","Student Transportation Inc","5.97","550262696.82","n/a","n/a","Transportation","Other Transportation","http://www.nasdaq.com/symbol/stb",
"SNBC","Sun Bancorp, Inc.","24.85","473573830.45","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/snbc",
"RUN","Sunrun Inc.","5.38","562980797.98","n/a","2015","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/run",
"SCON","Superconductor Technologies Inc.","1.86","19681764.84","n/a","1993","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/scon",
"SBBX","Sussex Bancorp","25.45","121782296.55","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sbbx",
"SYNL","Synalloy Corporation","13.15","114123879.3","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/synl",
"SNPS","Synopsys, Inc.","73.96","11111674221.2","n/a","1992","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/snps",
"TROW","T. Rowe Price Group, Inc.","70.63","17040780664.67","n/a","1986","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/trow",
"TLND","Talend S.A.","30.81","275085544.5","8928450","2016","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/tlnd",
"TATT","TAT Technologies Ltd.","9.8001","86519634.0444","n/a","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/tatt",
"TCCO","Technical Communications Corporation","2.4","4415704.8","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/tcco",
"TLGT","Teligent, Inc.","8.155","434061145.21","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tlgt",
"TBNK","Territorial Bancorp Inc.","31.25","306489000","n/a","2009","Finance","Savings Institutions","http://www.nasdaq.com/symbol/tbnk",
"TTPH","Tetraphase Pharmaceuticals, Inc.","8.08","305012130.08","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ttph",
"TXRH","Texas Roadhouse, Inc.","45.95","3258184323.65","n/a","2004","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/txrh",
"BONT","The Bon-Ton Stores, Inc.","0.6726","14662330.9206","n/a","1991","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/bont",
"DXYN","The Dixie Group, Inc.","4.1","66088113.2","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/dxyn",
"GT","The Goodyear Tire & Rubber Company","35.625","8975025345","n/a","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/gt",
"INTG","The Intergroup Corporation","27.25","64504183.5","n/a","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/intg",
"MEET","The Meet Group, Inc.","6.01","413618813.66","n/a","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/meet",
"ORG","The Organics ETF","26.995","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/org",
"ULTI","The Ultimate Software Group, Inc.","206.49","6383972657.31","n/a","1998","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ulti",
"TCRD","THL Credit, Inc.","9.94","327278138.04","n/a","2010","n/a","n/a","http://www.nasdaq.com/symbol/tcrd",
"TIL","Till Capital Ltd.","3.9417","13205814.4428","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/til",
"TIVO","TiVo Corporation","19.25","2332138327.75","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/tivo",
"TISA","Top Image Systems, Ltd.","1.25","22415287.5","n/a","1996","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/tisa",
"TOWN","Towne Bank","32.1","2005998592.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/town",
"TRNS","Transcat, Inc.","11.6","81435375.6","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/trns",
"TZOO","Travelzoo Inc.","8.918","118446031.158","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/tzoo",
"TRIB","Trinity Biotech plc","5.52","132229645.92","23954646","1992","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/trib",
"TROV","TrovaGene, Inc.","0.8991","27840631.5","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/trov",
"TRST","TrustCo Bank Corp NY","8.05","771696691.15","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/trst",
"TOUR","Tuniu Corporation","8.2","261670765.8","31911069","2014","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/tour",
"TWIN","Twin Disc, Incorporated","19.64","226235772.12","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/twin",
"UREE","U.S. Rare Earths, Inc.","0.2036","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/uree",
"RARE","Ultragenyx Pharmaceutical Inc.","63.39","2645057795.04","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rare",
"UBSH","Union Bankshares Corporation","34.52","1507831770.44","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ubsh",
"UBSI","United Bankshares, Inc.","40.05","3250107842.85","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ubsi",
"UIHC","United Insurance Holdings Corp.","15.59","665427393.17","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/uihc",
"UNIT","Uniti Group Inc.","27.55","4815823752","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/unit",
"USAP","Universal Stainless & Alloy Products, Inc.","18.01","130011686.61","n/a","1994","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/usap",
"USAT","USA Technologies, Inc.","4.95","199621991.25","n/a","n/a","Miscellaneous","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/usat",
"VALX","Validea Market Legends ETF","27.1","23031748","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/valx",
"VWOB","Vanguard Emerging Markets Government Bond ETF","80.14","970588202.12","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vwob",
"VCLT","Vanguard Long-Term Corporate Bond ETF","89.99","1755139852.79","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vclt",
"VTWO","Vanguard Russell 2000 ETF","112.24","1032608000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vtwo",
"VTIP","Vanguard Short-Term Inflation-Protected Securities Index Fund","49.44","3472755135.84","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vtip",
"VREX","Varex Imaging Corporation","34.04","1272644289.2","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/vrex",
"VECO","Veeco Instruments Inc.","34.15","1385413352.95","n/a","1994","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/veco",
"TVIX","VelocityShares Daily 2x VIX Short Term ETN","28.38","162719369.34","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/tvix",
"VRA","Vera Bradley, Inc.","9.03","327948551.07","n/a","2010","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/vra",
"VRSK","Verisk Analytics, Inc.","82.79","13774265893.98","n/a","2009","Technology","EDP Services","http://www.nasdaq.com/symbol/vrsk",
"VRTX","Vertex Pharmaceuticals Incorporated","120.67","29979028785.09","n/a","1991","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vrtx",
"VICL","Vical Incorporated","2.38","26407237.64","n/a","1993","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/vicl",
"CIL","VictoryShares International Volatility Wtd ETF","36.116","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cil",
"CSB","VictoryShares US Small Cap High Div Volatility Wtd ETF","40.8731","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/csb",
"VRAY","ViewRay, Inc.","6.885","382048230.015","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/vray",
"VIRC","Virco Manufacturing Corporation","4.6","69826454.4","n/a","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/virc",
"VIST","Visterra, Inc.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vist",
"VOXX","VOXX International Corporation","6.4","154626073.6","n/a","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/voxx",
"WBA","Walgreens Boots Alliance, Inc.","86.43","93426585768.42","n/a","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/wba",
"WVE","WAVE Life Sciences Ltd.","21.45","504988105.05","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/wve",
"FLAG","WeatherStorm Forensic Accounting Long Short ETF","38.7906","15516240","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/flag",
"WEN","Wendy&#39;s Company (The)","14.96","3686070875.52","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/wen",
"WABC","Westamerica Bancorporation","55.15","1449001007.55","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wabc",
"WPRT","Westport Fuel Systems Inc","1.37","149857862.37","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/wprt",
"WHF","WhiteHorse Finance, Inc.","14.16","259183082.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/whf",
"WVVIP","Willamette Valley Vineyards, Inc.","7","0","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/wvvip",
"WING","Wingstop Inc.","29.7","857279214","n/a","2015","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/wing",
"AGZD","WisdomTree Barclays Interest Rate Hedged U.S. Aggregate Bond F","47.878","23939000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agzd",
"DXGE","WisdomTree Germany Hedged Equity Fund","30.9816","127024560","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dxge",
"CRDT","WisdomTree Strategic Corporate Bond Fund","74.8796","7487960","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/crdt",
"WMIH","WMIH Corp.","1.45","299252160","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/wmih",
"WPPGY","WPP plc","107.33","1550075315.52","14442144","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/wppgy",
"WVFC","WVS Financial Corp.","15.25","30624196","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/wvfc",
"XBIO","Xenetic Biosciences, Inc.","4.5","38936434.5","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/xbio",
"XOMA","XOMA Corporation","6.95","52720121.55","n/a","1986","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/xoma",
"YNDX","Yandex N.V.","27.76","8984209840.08","n/a","2011","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/yndx",
"YECO","Yulong Eco-Materials Limited","0.55","6598451.2","n/a","2015","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/yeco",
"Z","Zillow Group, Inc.","39.92","7304151821.2","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/z",
"ZIONZ","Zions Bancorporation","6.85","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/zionz",
"ZYNE","Zynerba Pharmaceuticals, Inc.","21.83","289242675.57","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/zyne",
"ABE","Aberdeen Emerging Markets Smaller Company Opportunities Fund I","13.87","133761378.45","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/abe",
"ATNM","Actinium Pharmaceuticals, Inc.","1.52","84827767.84","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/atnm",
"AXU","Alexco Resource Corp","1.36","131847831.6","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/axu",
"ALN","American Lorain Corporation","0.55","21050969.5","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/aln",
"ARNC^","Arconic Inc.","90.9","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/arnc^",
"AUXO","Auxilio, Inc.","5.5","51587123.5","n/a","2017","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/auxo",
"BCV","Bancroft Fund Limited","21.38","110739848","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bcv",
"BPMX","BioPharmX Corporation","0.8301","56214020.8677","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/bpmx",
"BLE","BlackRock Municipal Income Trust II","15","352355595","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/ble",
"BRG^A","Bluerock Residential Growth REIT, Inc.","26.25","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/brg^a",
"CEI","Camber Energy, Inc.","0.312","7415220.696","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cei",
"CEF","Central Fund of Canada Limited","12.42","3131280757.26","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cef",
"LNG","Cheniere Energy, Inc.","45.62","10851157050.52","n/a","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/lng",
"GLO","Clough Global Opportunities Fund","10.59","546169284.81","n/a","2006","n/a","n/a","http://www.nasdaq.com/symbol/glo",
"CUO","Continental Materials Corporation","23.25","39110382.75","n/a","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/cuo",
"CVU","CPI Aerostructures, Inc.","6.25","55169375","n/a","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/cvu",
"VCF","Delaware Investments Colorado Municipal Income Fund, Inc","14.67","70960257","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/vcf",
"DPW","Digital Power Corporation","0.6401","5899707.6053","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/dpw",
"EIA","Eaton Vance California Municipal Bond Fund II","11.77","45742410.12","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/eia",
"EMI","Eaton Vance Michigan Municipal Income Trust","13.047","26263532.718","n/a","1999","n/a","n/a","http://www.nasdaq.com/symbol/emi",
"NYH","Eaton Vance New York Municipal Bond Fund II","11.97","30601424.7","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/nyh",
"ELMD","Electromed, Inc.","4.78","39340198.26","n/a","2011","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/elmd",
"UUUU.WS","Energy Fuels Inc","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/uuuu.ws",
"ERN","Erin Energy Corp.","2","426446784","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ern",
"FPP","FieldPoint Petroleum Corporation","0.345","3680884.005","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/fpp",
"FSP","Franklin Street Properties Corp.","12.14","1301786221.7","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/fsp",
"GST^A","Gastar Exploration Inc.","19.45","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gst^a",
"GLOW","Glowpoint, Inc.","0.3","10960452","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/glow",
"GDP","Goodrich Petroleum Corporation","13.77","125428534.02","n/a","2017","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/gdp",
"HCHC","HC2 Holdings, Inc.","5.77","243239312.2","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/hchc",
"IBO","IBO (Listing Market - NYSE Amex Network B F)","153.82","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ibo",
"IOT","Income Opportunity Realty Investors, Inc.","8.7908","36641935.6312","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/iot",
"NSPR.WS","InspireMD, Inc.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nspr.ws",
"INTT","inTest Corporation","7.05","73334508.9","n/a","1997","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/intt",
"KIQ","Kelso Technologies Inc","0.74","34714696.48","n/a","n/a","Capital Goods","Railroads","http://www.nasdaq.com/symbol/kiq",
"LBY","Libbey, Inc.","10.69","234142535.5","n/a","1993","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lby",
"IPB","Merrill Lynch & Co., Inc.","26.9","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ipb",
"MVF","MuniVest Fund, Inc.","9.7","624126867.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mvf",
"ATEST.C","NASDAQ TEST STOCK","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/atest.c",
"NBH","Neuberger Berman Intermediate Municipal Fund Inc.","14.96","281098400","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/nbh",
"GBR","New Concept Energy, Inc","1.77","3446074.95","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/gbr",
"NOG","Northern Oil and Gas, Inc.","2.25","142610793.75","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/nog",
"OCX","OncoCyte Corporation","6","176169696","n/a","2015","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/ocx",
"PCG^A","Pacific Gas & Electric Co.","33","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^a",
"PCG^H","Pacific Gas & Electric Co.","25.1","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^h",
"PRK","Park National Corporation","106.8","1633728891.6","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/prk",
"PLM","Polymet Mining Corp.","0.7168","228333428.0192","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/plm",
"UTG","Reaves Utility Income Fund","34.46","1182790256.66","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/utg",
"REI","Ring Energy, Inc.","11.99","588907482.46","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rei",
"SAND          ","Sandstorm Gold Ltd","3.44","522860285.36","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/sand",
"XPL","Solitario Exploration & Royalty Corp","0.75","29013891.75","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/xpl",
"LOV","Spark Networks, Inc.","1.02","32641066.92","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/lov",
"STS","Supreme Industries, Inc.","18.66","320130474.84","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/sts",
"TGC","Tengasco, Inc.","0.665","7050120.525","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tgc",
"TGD","Timmons Gold Corp","0.42","149364012.84","n/a","2011","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/tgd",
"TRT","Trio-Tech International","4.1551","14597094.8305","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/trt",
"URG","Ur Energy Inc","0.6","87524338.8","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/urg",
"VNRX","VolitionRX Limited","3.69","96412500.81","n/a","2015","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/vnrx",
"WRN","Western Copper and Gold Corporation","1.16","110305098.32","n/a","2011","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/wrn",
